coupling,bayes_auc_target,prevalence,n_nuisance,seed,outcome,exception_type,exception_message,solved_gamma,solved_alpha,realised_prevalence,expected_bayes_auc
0.5,0.95,0.1,20,0,ok,,,2.665759015925798,-4.301352581743379,0.1024,0.9499999999995877
0.5,0.95,0.1,0,1,ok,,,2.5943347662109857,-4.248653705823685,0.1038,0.9500000000000006
0.5,0.95,0.1,20,1,ok,,,2.5943347662109857,-4.248653705823685,0.0982,0.9500000000000006
0.5,0.95,0.1,0,2,ok,,,2.620562951106923,-4.26095006396225,0.102,0.9499999999999992
0.5,0.95,0.1,20,2,ok,,,2.620562951106923,-4.26095006396225,0.0988,0.9499999999999992
0.5,0.95,0.1,0,3,ok,,,2.5977120888849865,-4.233469297967619,0.1038,0.9499999999999982
0.5,0.95,0.1,20,3,ok,,,2.5977120888849865,-4.233469297967619,0.0954,0.9499999999999982
0.5,0.95,0.1,0,4,ok,,,2.6654586838288674,-4.273936989414771,0.0956,0.9499999999994447
0.5,0.95,0.1,20,4,ok,,,2.6654586838288674,-4.273936989414771,0.105,0.9499999999994447
0.5,0.95,0.1,0,5,ok,,,2.663373116326122,-4.2944575931273405,0.1012,0.9499999999994279
0.5,0.95,0.1,20,5,ok,,,2.663373116326122,-4.2944575931273405,0.0998,0.9499999999994279
0.5,0.95,0.1,0,6,ok,,,2.6508946232532087,-4.294248098116579,0.0998,0.9499999999998668
0.5,0.95,0.1,20,6,ok,,,2.6508946232532087,-4.294248098116579,0.1012,0.9499999999998668
0.5,0.95,0.1,0,7,ok,,,2.6485154283230754,-4.250090743166919,0.0986,0.949999999999798
0.5,0.95,0.1,20,7,ok,,,2.6485154283230754,-4.250090743166919,0.097,0.949999999999798
0.5,0.95,0.3,0,0,ok,,,3.5811857312423956,-1.7162293890009612,0.2936,0.9499999999999978
0.5,0.95,0.3,20,0,ok,,,3.5811857312423956,-1.7162293890009612,0.2964,0.9499999999999978
0.5,0.95,0.3,0,1,ok,,,3.6318866646700627,-1.6884914564159108,0.2986,0.95
0.5,0.95,0.3,20,1,ok,,,3.6318866646700627,-1.6884914564159108,0.299,0.95
0.5,0.95,0.3,0,2,ok,,,3.571579112889955,-1.673799559568253,0.3032,0.9500000000000002
0.5,0.95,0.3,20,2,ok,,,3.571579112889955,-1.673799559568253,0.2954,0.9500000000000002
0.5,0.95,0.3,0,3,ok,,,3.607649197666081,-1.662824621778319,0.3026,0.949999999999999
0.5,0.95,0.3,20,3,ok,,,3.607649197666081,-1.662824621778319,0.2946,0.949999999999999
0.5,0.95,0.3,0,4,ok,,,3.6194798269839623,-1.6987078105250752,0.3026,0.949999999999999
0.5,0.95,0.3,20,4,ok,,,3.6194798269839623,-1.6987078105250752,0.2968,0.949999999999999
0.5,0.95,0.3,0,5,ok,,,3.5998042253739806,-1.7126053441700462,0.299,0.950000000000001
0.5,0.95,0.3,20,5,ok,,,3.5998042253739806,-1.7126053441700462,0.305,0.950000000000001
0.5,0.95,0.3,0,6,ok,,,3.624680407952136,-1.7414029321433584,0.2982,0.9499999999999966
0.5,0.95,0.3,20,6,ok,,,3.624680407952136,-1.7414029321433584,0.3008,0.9499999999999966
0.5,0.95,0.3,0,7,ok,,,3.692341340579667,-1.7167315277391932,0.304,0.9500000000000034
0.5,0.95,0.3,20,7,ok,,,3.692341340579667,-1.7167315277391932,0.2998,0.9500000000000034
1.0,0.65,0.05,0,0,ok,,,0.541574056262838,-3.093031293708732,0.0424,0.6499999999999719
1.0,0.65,0.05,20,0,ok,,,0.541574056262838,-3.093031293708732,0.0478,0.6499999999999719
1.0,0.65,0.05,0,1,ok,,,0.5401872338165351,-3.092848027251958,0.0546,0.6500000000000329
1.0,0.65,0.05,20,1,ok,,,0.5401872338165351,-3.092848027251958,0.0466,0.6500000000000329
1.0,0.65,0.05,0,2,ok,,,0.5415829493767992,-3.093110183479565,0.054,0.6500000000000085
1.0,0.65,0.05,20,2,ok,,,0.5415829493767992,-3.093110183479565,0.0506,0.6500000000000085
1.0,0.65,0.05,0,3,ok,,,0.540092307002164,-3.094138681816781,0.051,0.6500000000000139
1.0,0.65,0.05,20,3,ok,,,0.540092307002164,-3.094138681816781,0.0436,0.6500000000000139
1.0,0.65,0.05,0,4,ok,,,0.539497076837316,-3.0931423963219706,0.043,0.650000000000013
1.0,0.65,0.05,20,4,ok,,,0.539497076837316,-3.0931423963219706,0.0458,0.650000000000013
1.0,0.65,0.05,0,5,ok,,,0.5421006297961097,-3.092085421886209,0.0472,0.6500000000000415
1.0,0.65,0.05,20,5,ok,,,0.5421006297961097,-3.092085421886209,0.0468,0.6500000000000415
1.0,0.65,0.05,0,6,ok,,,0.5392554914289842,-3.0922381338098,0.0504,0.6500000000000278
1.0,0.65,0.05,20,6,ok,,,0.5392554914289842,-3.0922381338098,0.0456,0.6500000000000278
1.0,0.65,0.05,0,7,ok,,,0.5429208828561339,-3.0929201675850257,0.0474,0.6500000000000589
1.0,0.65,0.05,20,7,ok,,,0.5429208828561339,-3.0929201675850257,0.05,0.6500000000000589
1.0,0.65,0.1,0,0,ok,,,0.5587961817659105,-2.328676409077716,0.0952,0.6499999999999894
1.0,0.65,0.1,20,0,ok,,,0.5587961817659105,-2.328676409077716,0.0972,0.6499999999999894
1.0,0.65,0.1,0,1,ok,,,0.5577770231257717,-2.3284501533226702,0.103,0.6499999999999997
1.0,0.65,0.1,20,1,ok,,,0.5577770231257717,-2.3284501533226702,0.0978,0.6499999999999997
1.0,0.65,0.1,0,2,ok,,,0.5587280896773155,-2.3287978592017273,0.1062,0.6499999999980933
1.0,0.65,0.1,20,2,ok,,,0.5587280896773155,-2.3287978592017273,0.0994,0.6499999999980933
1.0,0.65,0.1,0,3,ok,,,0.559291696699837,-2.3294445030001207,0.1032,0.6500000000000032
1.0,0.65,0.1,20,3,ok,,,0.559291696699837,-2.3294445030001207,0.093,0.6500000000000032
1.0,0.65,0.1,0,4,ok,,,0.5573693936505496,-2.328688951597108,0.0934,0.6499999999999664
1.0,0.65,0.1,20,4,ok,,,0.5573693936505496,-2.328688951597108,0.0944,0.6499999999999664
1.0,0.65,0.1,0,5,ok,,,0.5580258624626029,-2.3279985151791847,0.0974,0.6499999999979911
1.0,0.65,0.1,20,5,ok,,,0.5580258624626029,-2.3279985151791847,0.1002,0.6499999999979911
1.0,0.65,0.1,0,6,ok,,,0.5562740604857058,-2.3279635265584906,0.1012,0.6499999999999998
1.0,0.65,0.1,20,6,ok,,,0.5562740604857058,-2.3279635265584906,0.09,0.6499999999999998
1.0,0.65,0.1,0,7,ok,,,0.5595427788145634,-2.328675922451197,0.0958,0.6500000000000052
1.0,0.65,0.1,20,7,ok,,,0.5595427788145634,-2.328675922451197,0.1026,0.6500000000000052
1.0,0.65,0.3,0,0,ok,,,0.6224191765250666,-0.9064060723167305,0.2974,0.6499999999999946
1.0,0.65,0.3,20,0,ok,,,0.6224191765250666,-0.9064060723167305,0.3042,0.6499999999999946
1.0,0.65,0.3,0,1,ok,,,0.6228081491337749,-0.9059584551089911,0.3018,0.6500000000000161
1.0,0.65,0.3,20,1,ok,,,0.6228081491337749,-0.9059584551089911,0.3002,0.6500000000000161
1.0,0.65,0.3,0,2,ok,,,0.6229998211793754,-0.9064475653793184,0.2976,0.6500000000000381
1.0,0.65,0.3,20,2,ok,,,0.6229998211793754,-0.9064475653793184,0.2932,0.6500000000000381
1.0,0.65,0.3,0,3,ok,,,0.6295725795729907,-0.9056836412973621,0.2998,0.6499999999999664
1.0,0.65,0.3,20,3,ok,,,0.6295725795729907,-0.9056836412973621,0.2968,0.6499999999999664
1.0,0.65,0.3,0,4,ok,,,0.6245717610360565,-0.9056689971596059,0.2968,0.6500000000000332
1.0,0.65,0.3,20,4,ok,,,0.6245717610360565,-0.9056689971596059,0.2934,0.6500000000000332
1.0,0.65,0.3,0,5,ok,,,0.6176551841913326,-0.906776439194563,0.2986,0.6499999999999767
1.0,0.65,0.3,20,5,ok,,,0.6176551841913326,-0.906776439194563,0.301,0.6499999999999767
1.0,0.65,0.3,0,6,ok,,,0.6204222876271546,-0.9057651321111374,0.2872,0.6500000000000282
1.0,0.65,0.3,20,6,ok,,,0.6204222876271546,-0.9057651321111374,0.3006,0.6500000000000282
1.0,0.65,0.3,0,7,ok,,,0.6207476334023454,-0.9068720609054438,0.3022,0.6499999999999675
1.0,0.65,0.3,20,7,ok,,,0.6207476334023454,-0.9068720609054438,0.2936,0.6499999999999675
1.0,0.85,0.05,0,0,ok,,,1.3412045405219275,-3.8622801216919327,0.0442,0.8500000000000534
1.0,0.85,0.05,20,0,ok,,,1.3412045405219275,-3.8622801216919327,0.0506,0.8500000000000534
1.0,0.85,0.05,0,1,ok,,,1.332149929290579,-3.856021142995221,0.0556,0.8500000000000245
1.0,0.85,0.05,20,1,ok,,,1.332149929290579,-3.856021142995221,0.0442,0.8500000000000245
1.0,0.85,0.05,0,2,ok,,,1.3355243238602712,-3.859935511148185,0.0542,0.8500000000000169
1.0,0.85,0.05,20,2,ok,,,1.3355243238602712,-3.859935511148185,0.053,0.8500000000000169
1.0,0.85,0.05,0,3,ok,,,1.3247539849055217,-3.851704899700734,0.0518,0.8500000000000195
1.0,0.85,0.05,20,3,ok,,,1.3247539849055217,-3.851704899700734,0.0458,0.8500000000000195
1.0,0.85,0.05,0,4,ok,,,1.3217232058434072,-3.8528654728348743,0.0466,0.8500000000000406
1.0,0.85,0.05,20,4,ok,,,1.3217232058434072,-3.8528654728348743,0.0482,0.8500000000000406
1.0,0.85,0.05,0,5,ok,,,1.3488059412497,-3.8651456968157905,0.0466,0.8499999999999635
1.0,0.85,0.05,20,5,ok,,,1.3488059412497,-3.8651456968157905,0.0468,0.8499999999999635
1.0,0.85,0.05,0,6,ok,,,1.3264740285106427,-3.8538523568300906,0.049,0.8500000000000186
1.0,0.85,0.05,20,6,ok,,,1.3264740285106427,-3.8538523568300906,0.0466,0.8500000000000186
1.0,0.85,0.05,0,7,ok,,,1.3514428426532112,-3.867180882637627,0.0476,0.8500000000017859
1.0,0.85,0.05,20,7,ok,,,1.3514428426532112,-3.867180882637627,0.0532,0.8500000000017859
1.0,0.85,0.1,0,0,ok,,,1.4917500712318281,-3.0165676310316383,0.0926,0.8500000000001809
1.0,0.85,0.1,20,0,ok,,,1.4917500712318281,-3.0165676310316383,0.1014,0.8500000000001809
1.0,0.85,0.1,0,1,ok,,,1.4931584607743926,-3.0120285470135664,0.1088,0.8500000000002916
1.0,0.85,0.1,20,1,ok,,,1.4931584607743926,-3.0120285470135664,0.0956,0.8500000000002916
1.0,0.85,0.1,0,2,ok,,,1.48915598912215,-3.0147076108949884,0.1016,0.850000000000198
1.0,0.85,0.1,20,2,ok,,,1.48915598912215,-3.0147076108949884,0.095,0.850000000000198
1.0,0.85,0.1,0,3,ok,,,1.500161607607295,-3.0086592377755546,0.1004,0.8500000000005661
1.0,0.85,0.1,20,3,ok,,,1.500161607607295,-3.0086592377755546,0.0958,0.8500000000005661
1.0,0.85,0.1,0,4,ok,,,1.489784423531949,-3.0084075443840352,0.0964,0.8500000000002376
1.0,0.85,0.1,20,4,ok,,,1.489784423531949,-3.0084075443840352,0.093,0.8500000000002376
1.0,0.85,0.1,0,5,ok,,,1.4896229639791767,-3.0194840420618325,0.0974,0.8500000000003842
1.0,0.85,0.1,20,5,ok,,,1.4896229639791767,-3.0194840420618325,0.0996,0.8500000000003842
1.0,0.85,0.1,0,6,ok,,,1.4857511523406062,-3.0093734320772665,0.0978,0.8500000000003224
1.0,0.85,0.1,20,6,ok,,,1.4857511523406062,-3.0093734320772665,0.0976,0.8500000000003224
1.0,0.85,0.1,0,7,ok,,,1.503007440992688,-3.0234806703397212,0.101,0.8500000000002856
1.0,0.85,0.1,20,7,ok,,,1.503007440992688,-3.0234806703397212,0.0956,0.8500000000002856
1.0,0.85,0.3,0,0,ok,,,2.4810499595918616,-1.1752458005614073,0.2926,0.8500000000000385
1.0,0.85,0.3,20,0,ok,,,2.4810499595918616,-1.1752458005614073,0.3014,0.8500000000000385
1.0,0.85,0.3,0,1,ok,,,2.4624550119195683,-1.1767326440968124,0.2988,0.849999999999974
1.0,0.85,0.3,20,1,ok,,,2.4624550119195683,-1.1767326440968124,0.3024,0.849999999999974
1.0,0.85,0.3,0,2,ok,,,2.4762337509829604,-1.1735096011131734,0.3024,0.8499999999999969
1.0,0.85,0.3,20,2,ok,,,2.4762337509829604,-1.1735096011131734,0.301,0.8499999999999969
1.0,0.85,0.3,0,3,ok,,,2.6181574312052454,-1.166224719207918,0.3022,0.8500000000001104
1.0,0.85,0.3,20,3,ok,,,2.6181574312052454,-1.166224719207918,0.294,0.8500000000001104
1.0,0.85,0.3,0,4,ok,,,2.5016754453083423,-1.1696428881826564,0.3002,0.8500000000000307
1.0,0.85,0.3,20,4,ok,,,2.5016754453083423,-1.1696428881826564,0.2902,0.8500000000000307
1.0,0.85,0.3,0,5,ok,,,2.365687876931625,-1.1844638510554673,0.3,0.8499999999999934
1.0,0.85,0.3,20,5,ok,,,2.365687876931625,-1.1844638510554673,0.2974,0.8499999999999934
1.0,0.85,0.3,0,6,ok,,,2.4260807782681333,-1.175091757895413,0.29,0.8499999999999545
1.0,0.85,0.3,20,6,ok,,,2.4260807782681333,-1.175091757895413,0.2906,0.8499999999999545
1.0,0.85,0.3,0,7,ok,,,2.415283834951651,-1.1907101459359961,0.3048,0.8500000000000061
1.0,0.85,0.3,20,7,ok,,,2.415283834951651,-1.1907101459359961,0.2912,0.8500000000000061
1.0,0.95,0.05,0,0,ok,,,2.263291377090526,-5.285444127404583,0.0458,0.9500000000000232
1.0,0.95,0.05,20,0,ok,,,2.263291377090526,-5.285444127404583,0.0492,0.9500000000000232
1.0,0.95,0.05,0,1,ok,,,2.230539251834063,-5.23471435310172,0.0568,0.9499999999999981
1.0,0.95,0.05,20,1,ok,,,2.230539251834063,-5.23471435310172,0.0472,0.9499999999999981
1.0,0.95,0.05,0,2,ok,,,2.2447314325156524,-5.263164202878733,0.0502,0.9499999999998749
1.0,0.95,0.05,20,2,ok,,,2.2447314325156524,-5.263164202878733,0.0474,0.9499999999998749
1.0,0.95,0.05,0,3,ok,,,2.2038919630856193,-5.193222723418231,0.0504,0.9500000000000357
1.0,0.95,0.05,20,3,ok,,,2.2038919630856193,-5.193222723418231,0.0506,0.9500000000000357
1.0,0.95,0.05,0,4,ok,,,2.2051936433606505,-5.214124461302572,0.0462,0.9499999999999571
1.0,0.95,0.05,20,4,ok,,,2.2051936433606505,-5.214124461302572,0.0484,0.9499999999999571
1.0,0.95,0.05,0,5,ok,,,2.2933107194742566,-5.314760537500454,0.048,0.950000000000032
1.0,0.95,0.05,20,5,ok,,,2.2933107194742566,-5.314760537500454,0.0524,0.950000000000032
1.0,0.95,0.05,0,6,ok,,,2.2195490877560258,-5.229325428009028,0.0488,0.9499999999999433
1.0,0.95,0.05,20,6,ok,,,2.2195490877560258,-5.229325428009028,0.0504,0.9499999999999433
1.0,0.95,0.05,0,7,ok,,,2.2882643186349467,-5.300089104480849,0.0514,0.9499999999998493
1.0,0.95,0.05,20,7,ok,,,2.2882643186349467,-5.300089104480849,0.051,0.9499999999998493
1.0,0.95,0.1,0,0,ok,,,2.6523374230274706,-4.269139524681234,0.0962,0.9500000000000172
1.0,0.95,0.1,20,0,ok,,,2.6523374230274706,-4.269139524681234,0.1004,0.9500000000000172
1.0,0.95,0.1,0,1,ok,,,2.7015663887284767,-4.2736613365222755,0.1042,0.9499999999999331
1.0,0.95,0.1,20,1,ok,,,2.7015663887284767,-4.2736613365222755,0.0996,0.9499999999999331
1.0,0.95,0.1,0,2,ok,,,2.654430712678776,-4.262707147786478,0.0988,0.9500000000001143
1.0,0.95,0.1,20,2,ok,,,2.654430712678776,-4.262707147786478,0.0962,0.9500000000001143
1.0,0.95,0.1,0,3,ok,,,2.723917207508705,-4.254726990175627,0.1026,0.9499999999999879
1.0,0.95,0.1,20,3,ok,,,2.723917207508705,-4.254726990175627,0.0982,0.9499999999999879
1.0,0.95,0.1,0,4,ok,,,2.706408097096299,-4.257944581236894,0.0984,0.9500000000000471
1.0,0.95,0.1,20,4,ok,,,2.706408097096299,-4.257944581236894,0.0964,0.9500000000000471
1.0,0.95,0.1,0,5,ok,,,2.6432521909332465,-4.289560416806547,0.097,0.9499999999999373
1.0,0.95,0.1,20,5,ok,,,2.6432521909332465,-4.289560416806547,0.0972,0.9499999999999373
1.0,0.95,0.1,0,6,ok,,,2.6851220931301323,-4.263610193321595,0.0974,0.9499999999999106
1.0,0.95,0.1,20,6,ok,,,2.6851220931301323,-4.263610193321595,0.1008,0.9499999999999106
1.0,0.95,0.1,0,7,ok,,,2.720763961348266,-4.328674461025765,0.1014,0.9499999999998571
1.0,0.95,0.1,20,7,ok,,,2.720763961348266,-4.328674461025765,0.0998,0.9499999999998571
1.0,0.95,0.3,0,0,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9091 at gamma=30.000),,,,
1.0,0.95,0.3,20,0,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9091 at gamma=30.000),,,,
1.0,0.95,0.3,0,1,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9029 at gamma=30.000),,,,
1.0,0.95,0.3,20,1,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9029 at gamma=30.000),,,,
1.0,0.95,0.3,0,2,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9044 at gamma=30.000),,,,
1.0,0.95,0.3,20,2,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9044 at gamma=30.000),,,,
1.0,0.95,0.3,0,3,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9003 at gamma=30.000),,,,
1.0,0.95,0.3,20,3,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9003 at gamma=30.000),,,,
1.0,0.95,0.3,0,4,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9002 at gamma=30.000),,,,
1.0,0.95,0.3,20,4,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9002 at gamma=30.000),,,,
1.0,0.95,0.3,0,5,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9103 at gamma=30.000),,,,
1.0,0.95,0.3,20,5,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9103 at gamma=30.000),,,,
1.0,0.95,0.3,0,6,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9043 at gamma=30.000),,,,
1.0,0.95,0.3,20,6,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9043 at gamma=30.000),,,,
1.0,0.95,0.3,0,7,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9093 at gamma=30.000),,,,
1.0,0.95,0.3,20,7,raised,ValueError,bayes_auc_target=0.95 unreachable for this score (max achievable 0.9093 at gamma=30.000),,,,
