gen,seed,arm,rate,delivered,inj_prev,train_prev,mean_pstar,LogReg,MLP,LGBM
copula,6,random,0.05,840,0.1035714285714285,0.1040249433106575,0.2288102779413903,0.8234074870953505,0.8044480007045132,0.7013592629067055
copula,7,BASE,0.0,0,,0.1029761904761904,,0.8288129795554167,0.7824772009863181,0.6861815010170207
copula,7,balance,0.02,336,0.1041666666666666,0.1029995331465919,0.1002233062043513,0.8282462166692709,0.7875169446340508,0.6783709284905604
copula,7,balance,0.05,840,0.1023809523809523,0.1029478458049886,0.0986778055295299,0.8275852645761546,0.7783344178584449,0.6803852025886056
copula,7,clean,0.02,336,0.1220238095238095,0.1033496732026143,0.1173139405018372,0.8281031124671386,0.7817045410933933,0.6844352742392219
copula,7,clean,0.05,840,0.1047619047619047,0.1030612244897959,0.1044311421104828,0.8288609093974358,0.7812309394283301,0.6900751260653359
copula,7,creative,0.02,336,0.1041666666666666,0.1029995331465919,0.2153537728535846,0.831420594258082,0.7823146935505537,0.7002710541789682
copula,7,creative,0.05,840,0.1023809523809523,0.1029478458049886,0.2245621632907629,0.8328751514565873,0.8046298257084193,0.7098498052652067
copula,7,harmful_orig,0.02,336,0.8333333333333334,0.117296918767507,0.2370724573883387,0.8257067488644182,0.7718000683953278,0.6935398240019628
copula,7,harmful_orig,0.05,840,0.8785714285714286,0.1399092970521541,0.2115045194817144,0.817361173932471,0.7621051334873942,0.7031840021066857
copula,7,harmful_rank,0.02,336,0.1041666666666666,0.1029995331465919,0.2292506995041688,0.8175279646427681,0.7762619126431299,0.6817680791878089
copula,7,harmful_rank,0.05,840,0.1023809523809523,0.1029478458049886,0.2251714111726404,0.7980696480998709,0.7730031973787731,0.6860465350365004
copula,7,random,0.02,336,0.1041666666666666,0.1029995331465919,0.2242747647079625,0.8279033833756864,0.781511279746485,0.6950128635300761
copula,7,random,0.05,840,0.1023809523809523,0.1029478458049886,0.2095541361647713,0.8259472547294204,0.7792657302400553,0.6901424377246149
copula,8,BASE,0.0,0,,0.1035714285714285,,0.8178919573125434,0.7650951161075793,0.6620380317085675
copula,8,balance,0.02,336,0.1041666666666666,0.1035830999066293,0.1072320601789481,0.8199649765208024,0.7748954624017588,0.6501640879640671
copula,8,balance,0.05,840,0.1035714285714285,0.1035714285714285,0.1008311878599101,0.8198940454945435,0.7750886809159218,0.6638986005000123
copula,8,clean,0.02,336,0.0803571428571428,0.1031162464985994,0.0989444387898574,0.8178778653393313,0.7797618190964142,0.6720719235466336
copula,8,clean,0.05,840,0.1119047619047619,0.1039682539682539,0.1039958088467578,0.8211646360518764,0.7765670102880828,0.6755308818953867
copula,8,creative,0.02,336,0.1041666666666666,0.1035830999066293,0.2090004760099585,0.8272383193390187,0.7834090273608724,0.6741656095545121
copula,8,creative,0.05,840,0.1035714285714285,0.1035714285714285,0.2129491847833177,0.8318036046667817,0.7963568951125439,0.6676186244315239
copula,8,harmful_orig,0.02,336,0.875,0.1186974789915966,0.2099594474015945,0.8220467336091076,0.7480409158943067,0.6544715201649711
copula,8,harmful_orig,0.05,840,0.8654761904761905,0.1398526077097505,0.2199513612254183,0.8085877855402134,0.7325318213031572,0.6688562337749561
copula,8,harmful_rank,0.02,336,0.1041666666666666,0.1035830999066293,0.2199480801972645,0.8035999551798153,0.7661746297880156,0.6565554403069155
copula,8,harmful_rank,0.05,840,0.1035714285714285,0.1035714285714285,0.2240516745471641,0.7880770256119256,0.7605908674419052,0.6371709031678413
copula,8,random,0.02,336,0.1041666666666666,0.1035830999066293,0.2186119866303681,0.8182805788108808,0.7812866648299986,0.6638429821802072
copula,8,random,0.05,840,0.1035714285714285,0.1035714285714285,0.2238639540686151,0.8186111619393023,0.7750918505390758,0.6711530754939129
copula,9,BASE,0.0,0,,0.1020238095238095,,0.8382122828551144,0.8060566272879539,0.7101344931070119
copula,9,balance,0.02,336,0.1011904761904761,0.1020074696545284,0.0986369775021887,0.838327417274549,0.8077504482018472,0.6904239559432661
copula,9,balance,0.05,840,0.1023809523809523,0.1020408163265306,0.0975871956834151,0.8377516166791397,0.81909855574836,0.7024313451058277
copula,9,clean,0.02,336,0.0982142857142857,0.1019491129785247,0.0805341480793508,0.8385506187104396,0.8090273351727428,0.7114012287172654
copula,9,clean,0.05,840,0.0952380952380952,0.1017006802721088,0.0955056777584294,0.8366045557593252,0.8128086955955602,0.7054342203823559
copula,9,creative,0.02,336,0.1011904761904761,0.1020074696545284,0.2234179493841918,0.8392343149913238,0.8186550655032608,0.7102667177918316
copula,9,creative,0.05,840,0.1023809523809523,0.1020408163265306,0.2141692141131148,0.8391124129981277,0.815988170281065,0.7090241398499415
copula,9,harmful_orig,0.02,336,0.8898809523809523,0.1174719887955182,0.2023208666197508,0.8329679700157077,0.7940171563991437,0.7047266662623256
copula,9,harmful_orig,0.05,840,0.8642857142857143,0.1383219954648526,0.2113117262298737,0.8226817290585567,0.7614543755876653,0.7017869692851524
copula,9,harmful_rank,0.02,336,0.1011904761904761,0.1020074696545284,0.2229252018404924,0.8291189338552759,0.8029495399420491,0.7035418696938796
copula,9,harmful_rank,0.05,840,0.1023809523809523,0.1020408163265306,0.2308288200687396,0.8106578921217904,0.779262132289448,0.6947582442754893
copula,9,random,0.02,336,0.1011904761904761,0.1020074696545284,0.2052019331644073,0.8372175780104224,0.8116364918542398,0.7113942898125228
copula,9,random,0.05,840,0.1023809523809523,0.1020408163265306,0.2124591600461341,0.837557241680853,0.8045892202658509,0.7010769736986384
copula,10,BASE,0.0,0,,0.1000595238095238,,0.8370769581075191,0.8203646060346883,0.7218848429648758
copula,10,balance,0.02,336,0.1011904761904761,0.1000816993464052,0.1021441973827389,0.8374411649410209,0.818640459537105,0.7130429650128429
copula,10,balance,0.05,840,0.1,0.1000566893424036,0.0901814997413831,0.8369624661792643,0.8115090216041514,0.7246888458048582
copula,10,clean,0.02,336,0.0982142857142857,0.1000233426704015,0.1094577678255527,0.8364369512268668,0.8136157501829816,0.7173697361982615
copula,10,clean,0.05,840,0.0988095238095238,0.1,0.0906845982365807,0.8344418876151003,0.809421310764246,0.725645193926111
copula,10,creative,0.02,336,0.1011904761904761,0.1000816993464052,0.2039886554203253,0.8383022744530431,0.821156968990463,0.7344175757488535
copula,10,creative,0.05,840,0.1,0.1000566893424036,0.233036328984232,0.8400809042026806,0.8144044723554036,0.7307422906198344
copula,10,harmful_orig,0.02,336,0.8630952380952381,0.1150210084033613,0.2263736259768325,0.8339073777861845,0.7974223596525133,0.7312842961791821
copula,10,harmful_orig,0.05,840,0.85,0.1357709750566893,0.2243429448459851,0.8248959249954082,0.7780912563632326,0.7201989889416132
copula,10,harmful_rank,0.02,336,0.1011904761904761,0.1000816993464052,0.2319977128415001,0.8252968823243995,0.8100237104945023,0.7085425284615027
copula,10,harmful_rank,0.05,840,0.1,0.1000566893424036,0.2275300990796658,0.8066532874303369,0.7855675407288009,0.711013056962754
copula,10,random,0.02,336,0.1011904761904761,0.1000816993464052,0.2334586847517797,0.8353052672626244,0.8144908660027248,0.7292236556343221
copula,10,random,0.05,840,0.1,0.1000566893424036,0.2028966879287802,0.8351915463237853,0.8042095936440319,0.7079034853176202
